Address,City-State-Zip,Neighborhood,Bed-bath,Offer-price,Co-owners,Monthly-cost,Tax-savings,Down-payment,Description,Agent,Gallery-url,Success,source_url,source_Address,source_City-State-Zip,source_Neighborhood,source_Bed-bath,source_Offer-price,source_Co-owners,source_Monthly-cost,source_Tax-savings,source_Down-payment,source_Description,source_Agent,source_Gallery-url,,lat,lng
1483 Sutter St #404,"San Francisco, CA, 94109-5476",Neighborhood: Van Ness/Civic Center,"2 bd, 2 ba","$1,250,000 ",2,"$2,345 + $371 (HOA)","$13,563 ","$62,500 ","Have a green thumb but want SF city living? 550 sq.ft. private terrace w/newly landscaped greenbelt just outside living room makes entertaining easy! Please view our photos to see the lush greenery, plus potted plants.  We've had 50+ guests at parties, comfortably. Master bedroom offers California Closet builtins and window A/C. ( a Godsend for allergy sufferers!). Second bedroom is used as office now, with CA Closet builtins there too. Marble floors in foyer/kitchen. Updated kitchen features marble counters and all newer appliances.  Lobby extensively redecorated, w/new furniture and marble floors all the way to elevators. The Sutterfield is unmatched! Truly a New York full service building, security 24/7.","Listing provided by Charlene G Delaney, Keller Williams San Francisco",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324272,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1483-Sutter-St-404-94109/0363fe7bc59fa43182b5,,,,,,,,,,,,,,37.7867735,-122.4241362
10 Miller Pl #701,"San Francisco, CA, 94108",Neighborhood: Nob Hill,"2 bd, 2 ba","$1,290,000 ",2,"$2,420 + $527 (HOA)","$13,998 ","$64,500 ","Views & Location!!!  Live the classic urban life on Nob Hill among some of San Francisco's most iconic landmarks. The contemporary living space is enhanced with views of downtown highlighted by the Transamerica, Treasure Island, the Bay, and Coit Tower. Perfect for a twilight nightcap or a Blue Angels viewing party...Two private bedroom suites, one complete with dramatic views!  The 7th floor condo features granite bathrooms with walk-in showers: luxurious. Features include kitchen with bar, walk out balcony, floor to ceiling windows flooding the home with natural light. Coveted cul-de-sac  with weekday doorperson. Cable cars to Union Square, Chinatown, Grace Cathedral, North Beach, and FiDi.WalkScore of 99! Classic!!!","Listing provided by Lily V Remoundos, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324260,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/10-Miller-Pl-701-94108/ef462c537b4677c23635,,,,,,,,,,,,,,37.7932132,-122.4089808
2040 Sutter St #301,"San Francisco, CA, 94115",Neighborhood: Lower Pacific Heights,"2 bd, 2 ba","$1,348,000 ",2,"$2,529 + $319 (HOA)","$14,627 ","$67,400 ","Prime Lower Pacific Hts location. Rarely available two bed, two bath double master suite is a must see. Versatile floor plan. Large second master suite with private entrance full bath & walk-in closet is presently being used as a home theater and office. Deeded terrace / BBQ ready off living/dining room. Upgrades: soundproofing (RD-30), eight foot high doors throughout, remodeled kitchen & baths, natural Canadian maple floors, custom recessed lighting and plantation shutters. In unit W/D, storage in hall next to unit, 1 car deeded parking.  HOA dues include earthquake Ins. Lush common garden with gas grill & heat lamp.  Steps to the best of Fillmore.  98 Walk Score.","Listing provided by Dean Badessa, Sotheby's International Realty",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324161,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2040-Sutter-St-301-94115/0bfbb8365689a7cb157a,,,,,,,,,,,,,,37.7861602,-122.4342124
1441 Jones St #304,"San Francisco, CA, 94109",Neighborhood: Nob Hill,"2 bd, 2 ba","$1,350,000 ",2,"$2,532 + $450 (HOA)","$14,649 ","$67,500 ","1441 Jones St, #304, is an elegant 2 bed/2 bath condo located in one of San Francisco's most iconic neighborhood's, Nob Hill.Originally built in 1916, the condo features stunning GG Bridge & Bay vws as well as a gracious floorpan perfect for entertaining.The public areas of the condo are well-appointed and include a frml din rm, a fmrll view liv rm w/ fireplace, along with a private view deck, a designated office, and a spacious kitchen. The private mstr bed ensuite, as well as the spacious guest bedrm,  bath are smartly located off the hallway between the public spaces.Exclusive use w/d on same lvl as condo, 1-car, garage pkg and shared roof deck with AMAZING, panoramic vw of top SF landlmarks!Walk Score: 97, Transit Score: 100!","Listing provided by Laila Y Salma, Salma & Company",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324318,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1441-Jones-St-304-94109/83f30bb0dc0d3f621129,,,,,,,,,,,,,,37.79459,-122.4151234
401 Harrison St #7F,"San Francisco, CA, 94105",Neighborhood: South Beach,"2 bd, 2 ba","$1,350,000 ",2,"$2,532 + $621 (HOA)","$14,649 ","$67,500 ","Beautifully appointed residences perched atop Rincon Hill with unparalleled Bay Bridge and city views within steps of the best restaurants, shops, and The Embarcadero. Gracious interiors curated by acclaimed designer Ken Fulk,including the building's elegant penthouse lounge and grand salon. Residences boast diagonal plank Siberian oak wood floors in the kitchen and living spaces, Studio Becker Ash Molina Cabinetry, polished white slab Carrara marble countertops, and Waterworks unlacquered brass fixtures throughout. Custom kitchens include Bertazzoni appliances and Sub-zero integrated refrigerators. Unique to the building is The Harrison Attach, your personal concierge 24/7. Enjoy the 2,500 sf gym, steam room, heated pool and jacuzzi.","Listing provided by Lynne D Brown, Compass",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324195,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/401-Harrison-St-7F-94105/f5cc826d652ae17477ca,,,,,,,,,,,,,,37.7863987,-122.3920534
190 7th St #2,"San Francisco, CA, 94103",Neighborhood: South of Market,"2 bd, 2.5 ba","$1,395,000 ",2,"$2,617 + $318 (HOA)","$15,137 ","$69,750 ","Welcome to this Sternberg Benjamin Architects designed loft that embodies the urban live/work lifestyle in trendy SOMA!  Spectacular & sophisticated 2 bedrooms, 2.5 bathroom Tri-level unit.    Light & bright, refinished floors, new carpet and fresh paint throughout.   In-unit washer/dryer, 2-car deeded parking & common roof deck.  With proximity to local tech companies, this could be the ideal space to house your startup, live upstairs with office downstairs; or just a great place to live, this unit has it all!  This hot Mid-Market area has a 98 walk score, 100 transit score, 97 bike score, near tech worksites, restaurants & shops.   Civic Center, Union Square, Hwy 101, 280 & BART are close by   The Ultimate Urban Living!","Listing provided by Andrea Horta, Bradley Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324137,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/190-7th-St-2-94103/53fd3c6287cdaea553f7,,,,,,,,,,,,,,37.7780056,-122.4098162
1545 Pine St #707,"San Francisco, CA, 94109",Neighborhood: Van Ness/Civic Center,"2 bd, 2 ba","$1,422,000 ",2,"$2,667 + $508 (HOA)","$15,430 ","$71,100 ","The Austin consists of artfully crafted condominiums at Pine and Polk Streets. The building is a collection of smartly designed residences planned to embrace San Francisco. Including studio, 1- and 2-bedrooms, these homes feature high-end finishes and floor-to-ceiling windows that capture expansive views. The building will offer Resident's Lounge with courtyard, pet washing room, ample bike and vehicle parking*, a doorman, and panoramic City and Bay views from the rooftop terrace. Residences feature floor-to-ceiling windows, central air-conditioning with Nest thermostats, spacious walk-in-closets, full-height pantry storage, coat closets and kitchens outfitted with Miele and Bosch appliances and Hansgrohe fixtures.","Listing provided by Sandra C Eaton, Mark Company, The",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324368,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1545-Pine-St-707-94109/9973c4d1e516a12c42ac,,,,,,,,,,,,,,37.7892442,-122.4212438
110 Channel St #102,"San Francisco, CA, 94158",Neighborhood: Mission Bay,"2 bd, 2 ba","$1,435,000 ",2,"$2,692 + $399 (HOA)","$15,571 ","$71,750 ","Featuring a superlative collection of 350 residences, ONE Mission Bay is a modern retreat ideally located at the crossroads of Mission Creek and AT&T Park. This Arquitectonica-designed enclave offers a selection of studio, 1-, 2- and 3- bedroom homes that comfortably blend urban vibrancy, luxurious finishes, resort-like amenities and the great outdoors. Interior features include Gaggenau appliances, Kohler fixtures, Vadara countertops, Porcelanosa tile and Domus & Domus cabinetry. Residents will enjoy a fitness center, dry sauna, outdoor pool and spa, a library, business center, guest suite and 24-hour lobby attendant. This ground floor home has a small patio with direct access to the park and features soaring 14' ceilings.","Listing provided by David Calabrese, The CIM Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324396,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/110-Channel-St-102-94158/3213f91c8901355d4992,,,,,,,,,,,,,,37.7733155,-122.3930001
1000 3rd St #822,"San Francisco, CA, 94158",Neighborhood: Mission Bay,"2 bd, 2 ba","$1,440,000 ",2,"$2,701 + $399 (HOA)","$15,625 ","$72,000 ","Featuring a superlative collection of 350 residences, ONE Mission Bay is a modern retreat ideally located at the crossroads of Mission Creek and AT&T Park. This Arquitectonica-designed enclave offers a selection of studio, 1-, 2- and 3- bedroom homes that comfortably blend urban vibrancy, luxurious finishes, resort-like amenities and the great outdoors. Interior features include Gaggenau appliances, Kohler fixtures, Vadara countertops, Porcelanosa tile and Domus & Domus cabinetry. Residents will enjoy a Harley Pasternak-designed fitness center with dry sauna, heated outdoor pool and spa, exhibition and catering kitchens, a library, business center, guest suite and 24-hour lobby attendant.","Listing provided by David Calabrese, The CIM Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324370,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1000-3rd-St-822-94158/7f8441f8ae116d1fc0ae,,,,,,,,,,,,,,37.7734359,-122.3898896
1141 Church St,"San Francisco, CA, 94114",Neighborhood: Noe Valley,"2 bd, 2 ba","$1,649,000 ",2,"$3,093 ","$17,893 ","$82,450 ","Nestled just steps into the heart of the vibrant 24th Street Village area, this 1922 single-family home has been enjoyed by the same owner for 33 years, and features two bedrooms, one bath on the main level, and bonus rooms down including full bathroom, kitchen, and access to laundry, landscaped rear yard, and small at-home office nook!  Expansive sunrise views are great for enjoying morning coffee. Rear yard has brick patio with bordered landscape including Birds of Paradise and more.","Listing provided by Ric A Rocchiccioli, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324155,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1141-Church-St-94114/b7d292cccfe6d291329f,,,,,,,,,,,,,,37.7526159,-122.4272773
1000 3rd St #403,"San Francisco, CA, 94158",Neighborhood: Mission Bay,"2 bd, 2 ba","$1,690,000 ",2,"$3,170 + $412 (HOA)","$18,338 ","$84,500 ","Featuring a superlative collection of 350 residences, ONE Mission Bay is a modern retreat ideally located at the crossroads of Mission Creek and AT&T Park. This Arquitectonica-designed enclave offers a selection of studio, 1-, 2- and 3- bedroom homes that comfortably blend urban vibrancy, luxurious finishes, resort-like amenities and the great outdoors. Interior features include Gaggenau appliances, Kohler fixtures, Vadara countertops, Porcelanosa tile and Domus & Domus cabinetry. Residents will enjoy a fitness center with dry sauna, outdoor pool and spa, community dining areas, a library, business center, guest suite and 24-hour lobby attendant. #403 is an exceptional home with 10'11 ceilings and views of AT&T Park and the Bay Bridge.","Listing provided by David Calabrese, The CIM Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324374,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1000-3rd-St-403-94158/cd2ac2e0c9147430c9e4,,,,,,,,,,,,,,37.7734359,-122.3898896
44 Valley St,"San Francisco, CA, 94110",Neighborhood: Noe Valley,"2 bd, 2 ba","$1,695,000 ",2,"$3,180 ","$18,392 ","$84,750 ","This exceptional center patio home opens to an expansive living room thoughtfully nestled behind elegant casement windows with plantation shutters against a bright, south-facing outlook. The dining room gives way to an updated kitchen with Viking stainless steel appliances & marble countertops. The bedrooms & bathroom on the main level, offer a serene retreat at the rear of the house. On the lower level, the remodeled bathroom & laundry room anchor an open and contemporary floorplan. The verdant & landscaped garden makes the most of this sunny Noe Valley location.  Just steps to transportation, shops, cafes and shuttle buses, the large one-car garage completes this vintage home with interior access & extra room for storage.","Listing provided by Linda R LeBlanc, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324337,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/44-Valley-St-94110/a9b122ca88dd4fba61e9,,,,,,,,,,,,,,37.744953,-122.423283
8-14 Cypress St,"San Francisco, CA, 94110",Neighborhood: Inner Mission,"2 bd, 1 ba","$1,750,000 ",2,"$3,283 ","$18,989 ","$87,500 ","This is a 4 unit apartment with an empty parking lot right next to the building. There are 2 tenants and 2 vacant units, #8 & 12 (potential market rent at $3,000/mo each). Vacant parking spaces can get $300-$350/mo. One tenant is currently paying $150/mo for one additional space. Per city records, the total living area is 2,816 sf on a total lot size of 4,485 sf (sf not verified by owner or agent). Buyer to perform own diligence on square footages. The property is under RM2 zoning. All units are 4 rooms and 1 bath. The property had gone through a renovation after a fire last year. All work has been completed and signed off. As-Is sale. The seller is requesting that buyer cooperates with their 1031 exchange.","Listing provided by Angela Ma, Angela Ma, Broker",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324187,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/8-14-Cypress-St-94110/b09a42418bf3124c538a,,,,,,,,,,,,,,37.751961,-122.416893
1545 Pine St #209,"San Francisco, CA, 94109",Neighborhood: Van Ness/Civic Center,"2 bd, 2 ba","$1,759,500 ",2,"$3,301 + $508 (HOA)","$19,092 ","$87,975 ","The Austin consists of artfully crafted condominiums at Pine and Polk Streets. The building is a collection of smartly designed residences planned to embrace San Francisco. Including studio, 1- and 2-bedrooms, these homes feature high-end finishes and floor-to-ceiling windows that capture expansive views. The building will offer Resident's Lounge with courtyard, pet washing room, ample bike and vehicle parking*, a doorman, and panoramic City and Bay views from the rooftop terrace. Residences feature floor-to-ceiling windows, central air-conditioning with Nest thermostats, spacious walk-in-closets, full-height pantry storage, coat closets and kitchens outfitted with Miele and Bosch appliances and Hansgrohe fixtures.","Listing provided by Sandra C Eaton, Mark Company, The",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324369,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1545-Pine-St-209-94109/5cd045dc1c8f582c1ad4,,,,,,,,,,,,,,37.7892442,-122.4212438
