Address,City_State-Zip ,Neighborhood,Property-type,Bed-bath,Offer-price,Co-owners,Monthly-cost,Tax-savings,Down-payment,Description,Agent,Gallery-url,Success,source_urls,source_Address,source_City-State-Zip,source_Neighborhood,source_Property-type,source_Bed-bath,source_Offer-price,source_Co-owners,source_Monthly-cost,source_Tax-savings,source_Down-payment,source_Description,source_Agent,source_Gallery-url,,lat,lng,image
701 Minna St #14,"San Francisco, CA, 94103",Neighborhood: South of Market,Condo,"2 bd, 2.5 ba","$1,150,000 ",2,"$2,157 + $279 (HOA)","$12,478 ","$57,500 ","This impressive top floor South of Market loft condominium exudes light, volume, and style. Located on the south side of the building, this residence features soaring ceilings and is sun drenched throughout the day. Spanning 3 levels, this home has 2 bedrooms, 2.5 bathrooms, and 1,778 sqft. The main level includes the kitchen with stainless steel appliances, huge open/living dining room with a fireplace, and 2 skylights. The expansive lower master suite level includes a fireplace, an abundance of closets, and en-suite bathroom. The spacious loft bedroom on the top level enjoys ample natural light and has an en-suite bathroom. One car parking, additional storage, and in-unit laundry complete this desirable loft.","Listing provided by Frank A Nolan, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324324,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/701-Minna-St-14-94103/96a79a24d36106b7345a,,,,,,,,,,,,,,,37.7767297,-122.4127364,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/070/456170.jpg?tsp=20170331091122
2032 Ellis St,"San Francisco, CA, 94107",Neighborhood: Anza Vista,Condo,"2 bd, 2 ba","$1,200,000 ",2,"$2,251 + $125 (HOA)","$13,021 ","$60,000 ","Stylish 2BR/2BA (+ bonus den used as 3rd bedroom) lower flat in two-unit Victorian condo building boasts exquisite period detail and tasteful modern updates. Functional floor plan with 11 ft. ceilings, distinctive Victorian-style corridor, light-filled living room with tall windows and gas fireplace, 2 beautiful bathrooms, and abundant storage nooks and closets throughout. Kitchen forms the heart of the home, with a large center island and sleek finishes, marble counters and tile backsplash. An adjacent dining area with mod wallpaper leads to exclusive-use deck overlooking a landscaped, shared patio garden. Victorian charm along with contemporary updates and a designer's touch create the perfect space for entertaining and time with family.","Listing provided by John R Solaegui, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324322,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2032-Ellis-St-94107/8aa1bf1719ffc9f3451c,,,,,,,,,,,,,,,37.78166,-122.439744,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/027/456327.jpg?tsp=20170403161747
88 King St #110,"San Francisco, CA, 94107",Neighborhood: South Beach,Condo,"2 bd, 2.5 ba","$1,249,000 ",2,"$2,343 + $488 (HOA)","$13,553 ","$62,450 ","Located at The Towers, this rarely available 2 bd/2.5 bath features two levels and numerous upgrades. Enter the open floor-plan living & dining area and easily access the kitchen with premium appliances & caesarstone counters. Custom 8-foot plank flooring from a retired Kentucky grain mill throughout. Living area features a built-in audio-visual system and 3D television, floor-to-ceiling double thermo-paned windows with electric solar shades, powder room and private patio used as second entrance. Upper level features a loft-like master bedroom, 2 full baths, guest bedroom built-in closets and laundry. 24-hr doorman, outdoor pool/spa, BBQ, gym, 1 car pkg, deeded storage. Close to bars, restaurants, shopping, freeway and transportation.","Listing provided by Rick Kaluza, Compass",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324275,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/88-King-St-110-94107/8f3ca52b79917483d4a3,,,,,,,,,,,,,,,37.7806904,-122.3892201,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/019/456319.jpg?tsp=20170330141903
10 Miller Pl #701,"San Francisco, CA, 94108",Neighborhood: Nob Hill,Condo,"2 bd, 2 ba","$1,290,000 ",2,"$2,420 + $527 (HOA)","$13,998 ","$64,500 ","Views & Location!!!  Live the classic urban life on Nob Hill among some of San Francisco's most iconic landmarks. The contemporary living space is enhanced with views of downtown highlighted by the Transamerica, Treasure Island, the Bay, and Coit Tower. Perfect for a twilight nightcap or a Blue Angels viewing party...Two private bedroom suites, one complete with dramatic views!  The 7th floor condo features granite bathrooms with walk-in showers: luxurious. Features include kitchen with bar, walk out balcony, floor to ceiling windows flooding the home with natural light. Coveted cul-de-sac  with weekday doorperson. Cable cars to Union Square, Chinatown, Grace Cathedral, North Beach, and FiDi.WalkScore of 99! Classic!!!","Listing provided by Lily V Remoundos, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324260,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/10-Miller-Pl-701-94108/ef462c537b4677c23635,,,,,,,,,,,,,,,37.7932132,-122.4089808,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/007/456307.jpg?tsp=20170330124222
2040 Sutter St #301,"San Francisco, CA, 94115",Neighborhood: Lower Pacific Heights,Condo,"2 bd, 2 ba","$1,348,000 ",2,"$2,529 + $319 (HOA)","$14,627 ","$67,400 ","Prime Lower Pacific Hts location. Rarely available two bed, two bath double master suite is a must see. Versatile floor plan. Large second master suite with private entrance full bath & walk-in closet is presently being used as a home theater and office. Deeded terrace / BBQ ready off living/dining room. Upgrades: soundproofing (RD-30), eight foot high doors throughout, remodeled kitchen & baths, natural Canadian maple floors, custom recessed lighting and plantation shutters. In unit W/D, storage in hall next to unit, 1 car deeded parking.  HOA dues include earthquake Ins. Lush common garden with gas grill & heat lamp.  Steps to the best of Fillmore.  98 Walk Score.","Listing provided by Dean Badessa, Sotheby's International Realty",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324161,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2040-Sutter-St-301-94115/0bfbb8365689a7cb157a,,,,,,,,,,,,,,,37.7861602,-122.4342124,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/056/456156.jpg?tsp=20170327181231
401 Harrison St #7F,"San Francisco, CA, 94105",Neighborhood: South Beach,Condo,"2 bd, 2 ba","$1,350,000 ",2,"$2,532 + $621 (HOA)","$14,649 ","$67,500 ","Beautifully appointed residences perched atop Rincon Hill with unparalleled Bay Bridge and city views within steps of the best restaurants, shops, and The Embarcadero. Gracious interiors curated by acclaimed designer Ken Fulk,including the building's elegant penthouse lounge and grand salon. Residences boast diagonal plank Siberian oak wood floors in the kitchen and living spaces, Studio Becker Ash Molina Cabinetry, polished white slab Carrara marble countertops, and Waterworks unlacquered brass fixtures throughout. Custom kitchens include Bertazzoni appliances and Sub-zero integrated refrigerators. Unique to the building is The Harrison Attach, your personal concierge 24/7. Enjoy the 2,500 sf gym, steam room, heated pool and jacuzzi.","Listing provided by Lynne D Brown, Compass",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324195,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/401-Harrison-St-7F-94105/f5cc826d652ae17477ca,,,,,,,,,,,,,,,37.7863987,-122.3920534,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/026/456226.jpg?tsp=20170328162803
1441 Jones St #304,"San Francisco, CA, 94109",Neighborhood: Nob Hill,Condo,"2 bd, 2 ba","$1,350,000 ",2,"$2,532 + $450 (HOA)","$14,649 ","$67,500 ","1441 Jones St, #304, is an elegant 2 bed/2 bath condo located in one of San Francisco's most iconic neighborhood's, Nob Hill.Originally built in 1916, the condo features stunning GG Bridge & Bay vws as well as a gracious floorpan perfect for entertaining.The public areas of the condo are well-appointed and include a frml din rm, a fmrll view liv rm w/ fireplace, along with a private view deck, a designated office, and a spacious kitchen. The private mstr bed ensuite, as well as the spacious guest bedrm,  bath are smartly located off the hallway between the public spaces.Exclusive use w/d on same lvl as condo, 1-car, garage pkg and shared roof deck with AMAZING, panoramic vw of top SF landlmarks!Walk Score: 97, Transit Score: 100!","Listing provided by Laila Y Salma, Salma & Company",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324318,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1441-Jones-St-304-94109/83f30bb0dc0d3f621129,,,,,,,,,,,,,,,37.79459,-122.4151234,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/060/456360.jpg?tsp=20170331085855
110 Channel St #102,"San Francisco, CA, 94158",Neighborhood: Mission Bay,Condo,"2 bd, 2 ba","$1,435,000 ",2,"$2,692 + $399 (HOA)","$15,571 ","$71,750 ","Featuring a superlative collection of 350 residences, ONE Mission Bay is a modern retreat ideally located at the crossroads of Mission Creek and AT&T Park. This Arquitectonica-designed enclave offers a selection of studio, 1-, 2- and 3- bedroom homes that comfortably blend urban vibrancy, luxurious finishes, resort-like amenities and the great outdoors. Interior features include Gaggenau appliances, Kohler fixtures, Vadara countertops, Porcelanosa tile and Domus & Domus cabinetry. Residents will enjoy a fitness center, dry sauna, outdoor pool and spa, a library, business center, guest suite and 24-hour lobby attendant. This ground floor home has a small patio with direct access to the park and features soaring 14' ceilings.","Listing provided by David Calabrese, The CIM Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324396,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/110-Channel-St-102-94158/3213f91c8901355d4992,,,,,,,,,,,,,,,37.7733155,-122.3930001,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/028/456428.jpg?tsp=20170401170802
1000 3rd St #822,"San Francisco, CA, 94158",Neighborhood: Mission Bay,Condo,"2 bd, 2 ba","$1,440,000 ",2,"$2,701 + $399 (HOA)","$15,625 ","$72,000 ","Featuring a superlative collection of 350 residences, ONE Mission Bay is a modern retreat ideally located at the crossroads of Mission Creek and AT&T Park. This Arquitectonica-designed enclave offers a selection of studio, 1-, 2- and 3- bedroom homes that comfortably blend urban vibrancy, luxurious finishes, resort-like amenities and the great outdoors. Interior features include Gaggenau appliances, Kohler fixtures, Vadara countertops, Porcelanosa tile and Domus & Domus cabinetry. Residents will enjoy a Harley Pasternak-designed fitness center with dry sauna, heated outdoor pool and spa, exhibition and catering kitchens, a library, business center, guest suite and 24-hour lobby attendant.","Listing provided by David Calabrese, The CIM Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324370,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1000-3rd-St-822-94158/7f8441f8ae116d1fc0ae,,,,,,,,,,,,,,,37.7734359,-122.3898896,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/001/456401.jpg?tsp=20170331152057
1141 Church St,"San Francisco, CA, 94114",Neighborhood: Noe Valley,House,"2 bd, 2 ba","$1,649,000 ",2,"$3,093 ","$17,893 ","$82,450 ","Nestled just steps into the heart of the vibrant 24th Street Village area, this 1922 single-family home has been enjoyed by the same owner for 33 years, and features two bedrooms, one bath on the main level, and bonus rooms down including full bathroom, kitchen, and access to laundry, landscaped rear yard, and small at-home office nook!  Expansive sunrise views are great for enjoying morning coffee. Rear yard has brick patio with bordered landscape including Birds of Paradise and more.","Listing provided by Ric A Rocchiccioli, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324155,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1141-Church-St-94114/b7d292cccfe6d291329f,,,,,,,,,,,,,,,37.7526159,-122.4272773,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/058/456158.jpg?tsp=20170329161502
1000 3rd St #403,"San Francisco, CA, 94158",Neighborhood: Mission Bay,Condo,"2 bd, 2 ba","$1,690,000 ",2,"$3,170 + $412 (HOA)","$18,338 ","$84,500 ","Featuring a superlative collection of 350 residences, ONE Mission Bay is a modern retreat ideally located at the crossroads of Mission Creek and AT&T Park. This Arquitectonica-designed enclave offers a selection of studio, 1-, 2- and 3- bedroom homes that comfortably blend urban vibrancy, luxurious finishes, resort-like amenities and the great outdoors. Interior features include Gaggenau appliances, Kohler fixtures, Vadara countertops, Porcelanosa tile and Domus & Domus cabinetry. Residents will enjoy a fitness center with dry sauna, outdoor pool and spa, community dining areas, a library, business center, guest suite and 24-hour lobby attendant. #403 is an exceptional home with 10'11 ceilings and views of AT&T Park and the Bay Bridge.","Listing provided by David Calabrese, The CIM Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324374,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1000-3rd-St-403-94158/cd2ac2e0c9147430c9e4,,,,,,,,,,,,,,,37.7734359,-122.3898896,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/004/456404.jpg?tsp=20170331154931
44 Valley St,"San Francisco, CA, 94110",Neighborhood: Noe Valley,House,"2 bd, 2 ba","$1,695,000 ",2,"$3,180 ","$18,392 ","$84,750 ","This exceptional center patio home opens to an expansive living room thoughtfully nestled behind elegant casement windows with plantation shutters against a bright, south-facing outlook. The dining room gives way to an updated kitchen with Viking stainless steel appliances & marble countertops. The bedrooms & bathroom on the main level, offer a serene retreat at the rear of the house. On the lower level, the remodeled bathroom & laundry room anchor an open and contemporary floorplan. The verdant & landscaped garden makes the most of this sunny Noe Valley location.  Just steps to transportation, shops, cafes and shuttle buses, the large one-car garage completes this vintage home with interior access & extra room for storage.","Listing provided by Linda R LeBlanc, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324337,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/44-Valley-St-94110/a9b122ca88dd4fba61e9,,,,,,,,,,,,,,,37.744953,-122.423283,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/063/456363.jpg?tsp=20170401071159
8-14 Cypress St,"San Francisco, CA, 94110",Neighborhood: Inner Mission,4-plex,"2 bd, 1 ba","$1,750,000 ",2,"$3,283 ","$18,989 ","$87,500 ","This is a 4 unit apartment with an empty parking lot right next to the building. There are 2 tenants and 2 vacant units, #8 & 12 (potential market rent at $3,000/mo each). Vacant parking spaces can get $300-$350/mo. One tenant is currently paying $150/mo for one additional space. Per city records, the total living area is 2,816 sf on a total lot size of 4,485 sf (sf not verified by owner or agent). Buyer to perform own diligence on square footages. The property is under RM2 zoning. All units are 4 rooms and 1 bath. The property had gone through a renovation after a fire last year. All work has been completed and signed off. As-Is sale. The seller is requesting that buyer cooperates with their 1031 exchange.","Listing provided by Angela Ma, Angela Ma, Broker",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324187,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/8-14-Cypress-St-94110/b09a42418bf3124c538a,,,,,,,,,,,,,,,37.751961,-122.416893,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/084/455884.jpg?tsp=20170405090434
584-586 Mississippi St,"San Francisco, CA, 94107",Neighborhood: Potrero Hill,Duplex,"2 bd, 1 ba","$1,750,000 ",2,"$3,283 ","$18,989 ","$87,500 ","This quaint duplex in the very desirable Potrero District Area of San Francisco has been with the same family for over 3 decades. Very close to 280 Freeways, 3rd street light rail and minutes from China Town, Candlestick Park and area shops and restaurant. Both units are well laid out with a 2BED/1BATH unit upstairs and a 1Bed /1Bath downstairs along with a large unfinished basement. This building is ideally located mid-block on a beautiful sloped street. The area is seeing a lot of improvements so it will be an excellent property for an owner/user or investor. Please do not walk the property or disturb tenants.","Listing provided by Lance Maxwell, ABM Realty Group, Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324448,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/584-586-Mississippi-St-94107/1ab3982071bd4f5dabf5,,,,,,,,,,,,,,,37.759006,-122.3944644,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/083/456483.jpg?tsp=20170403222523
